col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,product_name,brand,product_category_tree
0,1,0,0,0,0,0,0,1,1,3a Autocare Verna Car Mat Hyundai Verna,3a Autocare,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,2,0,0,0,0,0,0,1,0,3a Autocare WagonR Car Mat Maruti WagonR,3a Autocare,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,1,0,1,0,0,0,0,1,0,3a Autocare XUV 500 Car Mat Mahindra XUV 500,3a Autocare,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,1,0,0,1,0,0,0,1,0,3a Autocare xcent Car Mat Hyundai Xcent,3a Autocare,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,0,0,0,2,0,0,0,0,1,3kFactory Baby Shower Cap- Purple,3kFactory,"[""Baby Care >> Baby Bath & Skin >> Baby Shower Caps >> 3kFactory Baby Shower Caps >> 3kFactory Baby Shower Cap- Purple""]"
0,0,0,0,0,0,1,1,0,1,4D Lenovo IdeaPad L08O6D02 6 Cell Laptop Battery,4D,"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]"
0,0,0,0,0,0,2,1,0,0,4D Lenovo IdeaPad Y430g 6 Cell Laptop Battery,4D,"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]"
0,1,0,0,0,0,1,1,0,0,4D Lenovo L08L6C02 6 Cell Laptop Battery,4D,"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]"
0,0,0,0,0,0,1,1,0,1,4D Lenovo L08O6D13 6 Cell Laptop Battery,4D,"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]"
0,0,0,0,0,2,0,0,1,0,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,4D Mats,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,0,0,0,0,1,1,0,1,0,4D Mats Fresh Interior Car Mat Mercedes Benz C-Class,4D Mats,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
1,0,0,0,0,1,0,0,1,0,4D Mats Fresh Interior Car Mat Skoda Laura,4D Mats,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
0,0,0,0,0,0,1,1,0,1,4D Sony Vaio Bps22 6 Cell Laptop Battery,4D,"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]"
0,0,0,0,1,0,0,0,2,0,5 FEELINGS wagon R 2010 small Car Mat Maruti WagonR,5 FEELINGS,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]"
2,0,0,0,0,0,0,1,0,0,612 League Baby Boy's Checkered Casual Shirt,612 League,"[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Shirts >> 612 League Shirts >> 612 League Baby Boy's Checkered Casual Shirt""]"
1,0,0,0,1,1,0,0,0,0,612 League Solid Baby Boy's Flap Collar Neck T-Shirt,612 League,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> 612 League Polos & T-Shirts >> 612 League Solid Baby Boy's Flap Collar Neck T-S...""]"
1,0,0,0,0,0,1,0,1,0,612 League Striped Baby Boy's Flap Collar Neck T-Shirt,612 League,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> 612 League Polos & T-Shirts >> 612 League Striped Baby Boy's Flap Collar Neck T...""]"
0,1,1,1,0,0,0,0,0,0,"69th Avenue 69SS0002-X1 Polyester, Steel Sliding Pin Shirt Stud",69th Avenue,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Shirt Studs >> 69th Avenue Shirt Studs >> 69th Avenue 69SS0002-X1 Polyester, Steel Sliding...""]"
0,0,1,0,0,0,0,1,1,0,"69th Avenue 69SS0003-B6 Polyester, Steel Sliding Pin Shirt Stud",69th Avenue,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Shirt Studs >> 69th Avenue Shirt Studs >> 69th Avenue 69SS0003-B6 Polyester, Steel Sliding...""]"
1,0,0,0,2,0,0,0,0,0,720 Armour Hitman Asian Fit T948B2-18-H-P Sports Goggles,720 Armour,"[""Sports & Fitness >> Outdoor & Adventure >> Cycling >> Goggles >> 720 Armour Goggles >> 720 Armour Hitman Asian Fit T948B2-18-H-P Sports...""]"
0,0,0,0,2,1,0,0,0,0,720 Armour Hitman T948D1-3-P Sports Goggles,720 Armour,"[""Sports & Fitness >> Outdoor & Adventure >> Cycling >> Goggles >> 720 Armour Goggles >> 720 Armour Hitman T948D1-3-P Sports Goggles (Bla...""]"
0,0,0,0,1,0,0,0,1,1,720 Armour Slew T920-2 Sports Goggles,720 Armour,"[""Sports & Fitness >> Outdoor & Adventure >> Cycling >> Goggles >> 720 Armour Goggles >> 720 Armour Slew T920-2 Sports Goggles (White, Blue)""]"
1,0,0,0,2,0,0,0,0,0,720 Armour Tack B318-8 Sports Goggles,720 Armour,"[""Sports & Fitness >> Outdoor & Adventure >> Cycling >> Goggles >> 720 Armour Goggles >> 720 Armour Tack B318-8 Sports Goggles (Blue, Yel...""]"
0,0,0,0,0,1,0,0,1,1,883 Police Full Sleeve Solid Men's Jacket,883 Police,"[""883 Police Full Sleeve Solid Men's Jacket""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,0,1,0,0,1,1,925 Silver Alloy Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
0,0,0,0,1,0,0,0,1,1,925 Silver Silver Bracelet,925 Silver,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
1,0,1,0,0,0,0,0,1,0,999store Medium Paper Sticker,999store,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> 999store Stickers""]"
0,0,1,0,0,0,1,0,1,0,99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable,99Gems,"[""Computers >> Laptop Accessories >> USB Gadgets >> 99Gems USB Gadgets""]"
0,1,1,0,0,0,1,0,0,0,99Gems Smart OTG Connection kit USB USB Cable,99Gems,"[""Computers >> Laptop Accessories >> USB Gadgets >> 99Gems USB Gadgets""]"
1,0,0,1,0,1,0,0,0,0,99HomeMart Alloy Cubic Zirconia Bangle Set,99HomeMart,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]"
0,0,0,0,1,1,1,0,0,0,99HomeMart Blue Wondar Pearl Alloy Necklace,99HomeMart,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
1,0,0,0,0,1,0,1,0,0,99HomeMart Metal Cubic Zirconia Bangle,99HomeMart,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]"
0,0,0,0,0,1,0,1,0,1,99HomeMart Metal Cubic Zirconia Kada,99HomeMart,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]"
1,1,0,0,0,0,0,1,0,0,9blings Alloy Cubic Zirconia Yellow Gold Bangle Set,9blings,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]"
0,0,0,2,0,0,0,1,0,0,9blings Cubic Zirconia Yellow Gold Plated Alloy Nose Ring,9blings,"[""Jewellery >> Nose Rings & Studs""]"
0,1,1,0,0,0,1,0,0,0,@home Annulus Solid Wood Dressing Table,@home,"[""Furniture >> Bedroom Furniture >> Dressing Tables >> @home Annulus Solid Wood Dressing Table (Finish ...""]"
1,0,1,0,0,1,0,0,0,0,@home Earthy Wine Net Ceramic Vase,@home,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> @home Flower Vase >> @home Earthy Wine Net Ceramic Vase (9.8250000000...""]"
0,1,1,1,0,0,0,0,0,0,@home Enchanted Cushion Ceramic Vase,@home,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> @home Flower Vase >> @home Enchanted Cushion Ceramic Vase (8.646 inch...""]"
0,0,3,0,0,0,0,0,0,0,@home Glass Vase,@home,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> @home Flower Vase >> @home Glass Vase (18 inch, Grey)""]"
1,0,1,0,0,1,0,0,0,0,A A STORE Regular Fit Women's Trousers,A A STORE,"[""Clothing >> Women's Clothing >> Western Wear >> Trousers & Capris >> Trousers >> A A STORE Trousers >> A A STORE Regular Fit Women's Trousers""]"
1,0,1,0,0,1,0,0,0,0,A A STORE Regular Fit Women's Trousers,A A STORE,"[""Clothing >> Women's Clothing >> Western Wear >> Trousers & Capris >> Trousers >> A A STORE Trousers >> A A STORE Regular Fit Women's Trousers""]"
1,0,1,0,0,1,0,0,0,0,A A STORE Regular Fit Women's Trousers,A A STORE,"[""Clothing >> Women's Clothing >> Western Wear >> Trousers & Capris >> Trousers >> A A STORE Trousers >> A A STORE Regular Fit Women's Trousers""]"
1,0,1,0,0,1,0,0,0,0,A A STORE Regular Fit Women's Trousers,A A STORE,"[""Clothing >> Women's Clothing >> Western Wear >> Trousers & Capris >> Trousers >> A A STORE Trousers >> A A STORE Regular Fit Women's Trousers""]"
0,0,0,0,1,0,0,1,1,0,A Bit of Me Au Fait? Alloy Necklace,A Bit of Me,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
0,0,1,0,1,0,0,0,1,0,A M International Alloy Necklace,A M International,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
0,0,1,0,1,0,0,0,1,0,A M International Alloy Necklace,A M International,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
0,0,1,0,1,0,0,0,1,0,A M International Alloy Necklace,A M International,"[""Jewellery >> Necklaces & Chains >> Necklaces""]"
0,0,1,0,0,0,1,0,1,0,A R ENTERPRISES musical wlking cow,A R ENTERPRISES,"[""Toys & School Supplies >> Musical Instruments & Toys >> A R ENTERPRISES Musical Instruments & Toys >> A R ENTERPRISES musical wlking cow (Multicolor)""]"
0,0,0,0,0,2,0,0,1,0,A To Z Traders 200 inch Yellow Rice Lights,A To Z Traders,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> A To Z Traders Series Lights""]"
0,0,1,1,0,1,0,0,0,0,A-maze ampolka-001pink Umbrella,A-maze,"[""Toys & School Supplies >> School Supplies >> Umbrellas >> A-maze Umbrellas >> A-maze ampolka-001pink Umbrella (Pink)""]"
0,1,0,0,0,0,0,0,1,1,AAKAR Cartoon Cushions Cover,AAKAR,"[""Home Furnishing >> Cushions, Pillows & Covers >> Cushion Covers""]"
0,0,0,0,0,2,0,0,1,0,AAO+ Aviator Sunglasses,AAO+,"[""Sunglasses >> AAO+ Aviator Sunglasses""]"
0,0,0,0,0,2,0,0,1,0,AAO+ Aviator Sunglasses,AAO+,"[""Sunglasses >> AAO+ Aviator Sunglasses""]"
0,0,0,0,0,2,0,0,1,0,AAO+ Aviator Sunglasses,AAO+,"[""Sunglasses >> AAO+ Aviator Sunglasses""]"
1,0,0,0,0,0,0,1,0,1,ABCD Small Bean Bag  With Foam Filling,ABCD,"[""Furniture >> ABCD Small Bean Bag  With Foam Filling (Black)""]"
0,0,0,0,0,0,0,1,1,1,ABCD XL Bean Bag  With Foam Filling,ABCD,"[""Furniture >> Seating Furniture >> ABCD XL Bean Bag  With Foam Filling (Orange)""]"
0,1,0,0,0,1,0,0,0,1,"ABEEZ Boys, Men, Girls",ABEEZ,"[""ABEEZ Boys, Men, Girls (Black, Pack of 1)""]"
0,0,0,0,2,0,0,0,0,1,ABIDA V-Neck Women's Blouse,ABIDA,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Blouses >> ABIDA Blouses >> ABIDA V-Neck Women's Blouse""]"
0,0,0,0,1,0,0,0,0,2,ABSTAR LIGHT 30 L Backpack,ABSTAR,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> ABSTAR Backpacks >> ABSTAR LIGHT 30 L Backpack (Green)""]"
0,0,0,0,0,0,1,0,0,2,ACCESSOREEZ Bajaj Avenger 220 Street Helmet Lock,ACCESSOREEZ,"[""Automotive >> Accessories & Spare parts >> Helmets & Riding Gear >> Helmets & Locks >> Helmet Locks >> ACCESSOREEZ Bajaj Avenger 220 Street Helmet Lock...""]"
0,0,1,0,0,0,0,0,1,1,ACCESSOREEZ CRTRTBL052 Cup Holder Car Tray Table,ACCESSOREEZ,"[""Automotive >> Car & Bike Accessories >> Car Interior & Exterior >> Car Interior >> Car Tray Tables >> ACCESSOREEZ CRTRTBL052 Cup Holder Car Tray Table""]"
1,0,0,0,0,0,0,0,0,2,ACCESSOREEZ CT100 Helmet Lock,ACCESSOREEZ,"[""Automotive >> Accessories & Spare parts >> Helmets & Riding Gear >> Helmets & Locks >> Helmet Locks >> ACCESSOREEZ CT100 Helmet Lock (Black Pack of 1)""]"
0,0,0,1,0,0,0,1,0,1,ACCESSOREEZ Premium Locking Device For Hero Splendor Plus Helmet Lock,ACCESSOREEZ,"[""Automotive >> Accessories & Spare parts >> Helmets & Riding Gear >> Helmets & Locks >> Helmet Locks >> ACCESSOREEZ Premium Locking Device For Hero Sple...""]"
0,0,0,3,0,0,0,0,0,0,ACM Pouch for Intex Aqua Lions 3g,ACM,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Intex Aqua Lions 3g (Purple)""]"
1,0,0,1,0,1,0,0,0,0,ACM Pouch for Leeco Letv Le Max 2,ACM,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Leeco Letv Le Max 2 (Black)""]"
0,0,1,1,0,0,0,0,0,1,ACM Pouch for Oneplus One,ACM,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches""]"
